"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-79.94","43.17","HAMILTON A","6153193","2021-12-04","2021","12","04","","5.4","","-2.7","","1.4","","16.6","","0.0","","0.0","","0.0","","0.0","","","","27","","61",""
"-79.94","43.17","HAMILTON A","6153193","2021-12-05","2021","12","05","","3.9","","-2.4","","0.8","","17.2","","0.0","","16.9","","0.0","","16.9","","","","5","","56",""
"-79.94","43.17","HAMILTON A","6153193","2021-12-06","2021","12","06","","10.3","","-2.3","","4.0","","14.0","","0.0","","3.9","","0.6","","4.5","","1","E","27","","76",""
"-79.94","43.17","HAMILTON A","6153193","2021-12-07","2021","12","07","","-1.8","","-8.5","","-5.2","","23.2","","0.0","","0.0","","0.0","T","0.0","T","1","","26","","39",""
"-79.94","43.17","HAMILTON A","6153193","2021-12-08","2021","12","08","","-2.7","","-7.8","","-5.3","","23.3","","0.0","","0.0","","2.2","","1.8","","2","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-12-09","2021","12","09","","-0.7","","-9.5","","-5.1","","23.1","","0.0","","0.0","","0.2","","0.2","","3","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-12-10","2021","12","10","","6.3","","-0.7","","2.8","","15.2","","0.0","","0.6","","0.0","","0.6","","2","","4","","37",""
"-79.94","43.17","HAMILTON A","6153193","2021-12-11","2021","12","11","","16.0","","0.7","","8.4","","9.6","","0.0","","10.6","","0.0","T","10.6","","","","23","","103",""
"-79.94","43.17","HAMILTON A","6153193","2021-12-12","2021","12","12","","6.6","","-1.8","","2.4","","15.6","","0.0","","0.0","","0.0","","0.0","","","","22","","55",""
"-79.94","43.17","HAMILTON A","6153193","2021-12-13","2021","12","13","","8.6","","-0.4","","4.1","","13.9","","0.0","","0.0","","0.0","","0.0","","","","21","","51",""
"-79.94","43.17","HAMILTON A","6153193","2021-12-14","2021","12","14","","5.3","","-2.2","","1.6","","16.4","","0.0","","0.0","","0.0","","0.0","","","","6","","33",""
"-79.94","43.17","HAMILTON A","6153193","2021-12-15","2021","12","15","","12.3","","0.7","","6.5","","11.5","","0.0","","0.8","","0.0","","0.8","","","","19","","45",""
"-79.94","43.17","HAMILTON A","6153193","2021-12-16","2021","12","16","","15.2","","3.5","","9.4","","8.6","","0.0","","0.0","T","0.0","","0.0","T","","","23","","86",""
"-79.94","43.17","HAMILTON A","6153193","2021-12-17","2021","12","17","","5.1","","-1.8","","1.7","","16.3","","0.0","","0.0","","0.0","","0.0","","","","25","","53",""
"-79.94","43.17","HAMILTON A","6153193","2021-12-18","2021","12","18","","0.3","","-3.1","","-1.4","","19.4","","0.0","","0.0","","7.6","","8.2","","1","E","3","","50",""
"-79.94","43.17","HAMILTON A","6153193","2021-12-19","2021","12","19","","-2.3","","-10.2","","-6.3","","24.3","","0.0","","0.0","","0.2","","0.2","","3","","35","","32",""
"-79.94","43.17","HAMILTON A","6153193","2021-12-20","2021","12","20","","2.8","","-9.4","","-3.3","","21.3","","0.0","","0.0","","0.0","","0.0","","3","","21","","56",""
"-79.94","43.17","HAMILTON A","6153193","2021-12-21","2021","12","21","","3.3","","-2.3","","0.5","","17.5","","0.0","","0.0","","0.0","","0.0","","","","22","","43",""
"-79.94","43.17","HAMILTON A","6153193","2021-12-22","2021","12","22","","3.4","","-4.7","","-0.7","","18.7","","0.0","","0.0","","0.0","T","0.0","T","0","T","28","","55",""
"-79.94","43.17","HAMILTON A","6153193","2021-12-23","2021","12","23","","-1.6","","-8.9","","-5.3","","23.3","","0.0","","0.0","","6.4","","8.4","","0","T","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-12-24","2021","12","24","","2.5","","-1.8","","0.4","","17.6","","0.0","","1.8","","0.6","","2.2","","7","","4","","32",""
"-79.94","43.17","HAMILTON A","6153193","2021-12-25","2021","12","25","","5.7","","2.0","","3.9","","14.1","","0.0","","6.4","","0.0","","6.4","","0","T","33","","35",""
"-79.94","43.17","HAMILTON A","6153193","2021-12-26","2021","12","26","","2.5","","-4.3","","-0.9","","18.9","","0.0","","0.0","T","0.0","","0.0","T","","","5","","33",""
"-79.94","43.17","HAMILTON A","6153193","2021-12-27","2021","12","27","","0.2","","-3.8","","-1.8","","19.8","","0.0","","0.6","","0.4","","1.0","","0","T","6","","46",""
"-79.94","43.17","HAMILTON A","6153193","2021-12-28","2021","12","28","","1.3","","-1.1","","0.1","","17.9","","0.0","","0.0","","1.6","","1.4","","0","T","25","","40",""
"-79.94","43.17","HAMILTON A","6153193","2021-12-29","2021","12","29","","2.1","","-0.3","","0.9","","17.1","","0.0","","0.2","","0.0","T","0.2","","1","","6","","39",""
"-79.94","43.17","HAMILTON A","6153193","2021-12-30","2021","12","30","","1.7","","-0.9","","0.4","","17.6","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2021-12-31","2021","12","31","","8.1","","1.1","","4.6","","13.4","","0.0","","0.0","T","0.0","","0.0","T","","","22","","33",""
